#{"t_start": 1748599542.8027062, "env_id": "Maze-v0"}
r,l,t
-22.0,12,149.072682
-10.0,10,149.146244
-25.0,15,149.247376
-24.0,14,149.339223
-22.0,12,149.4121
-11.0,11,149.482662
-15.0,15,149.565581
-13.0,13,149.637686
-13.0,13,149.721935
-13.0,13,149.825329
-13.0,13,149.906289
-30.0,20,150.029021
-17.0,17,150.131145
-12.0,12,150.195537
-18.0,18,150.312307
-11.0,11,150.391161
-21.0,11,150.478249
-11.0,10,150.552193
-13.0,13,150.638566
-14.0,14,150.728547
-11.0,11,150.805758
-12.0,12,150.897349
-23.0,13,150.985889
-25.0,15,151.066779
-11.0,11,151.142233
-12.0,12,151.235227
-16.0,16,151.363695
-15.0,15,151.453457
-13.0,13,151.542017
-21.0,11,151.631304
-21.0,11,151.70742
-12.0,12,151.796394
-11.0,11,151.88264
-16.0,16,151.992089
-14.0,14,152.104509
-14.0,14,152.185127
-23.0,13,152.297789
-15.0,15,152.40117
-11.0,11,152.478999
